x,y,z,name,long_desc,ex_n,ex_s,ex_e,ex_w,ex_ne,ex_nw,ex_se,ex_sw,ex_u,ex_d,px,py,pz,portal_command,portal_text
259,261,51,Room 421,Room 421 at voxel (25926151). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,1,,,,,
259,262,50,Room 741,Room 741 at voxel (25926250). Connected to nearby rooms.,1,0,0,1,0,1,0,1,0,0,,,,,
259,263,51,Room 679,Room 679 at voxel (25926351). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
259,264,51,Room 646,Room 646 at voxel (25926451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
259,265,51,Room 639,Room 639 at voxel (25926551). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
259,266,51,Room 642,Room 642 at voxel (25926651). Connected to nearby rooms.,1,1,1,0,1,1,1,0,0,0,,,,,
259,267,51,Room 689,Room 689 at voxel (25926751). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,0,,,,,
259,268,51,Room 690,Room 690 at voxel (25926851). Connected to nearby rooms.,1,1,1,0,1,0,1,1,0,0,,,,,
259,269,51,Room 692,Room 692 at voxel (25926951). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
259,270,51,Room 1267,Room 1267 at voxel (25927051). Connected to nearby rooms.,1,0,1,1,1,1,0,1,0,0,,,,,
259,272,51,Room 1463,Room 1463 at voxel (25927251). Connected to nearby rooms.,0,0,1,1,0,1,1,1,0,0,,,,,
259,274,51,Room 1467,Room 1467 at voxel (25927451). Connected to nearby rooms.,0,0,0,1,1,1,1,1,0,0,,,,,
259,276,51,Room 1456,Room 1456 at voxel (25927651). Connected to nearby rooms.,0,1,1,1,1,1,0,0,0,0,,,,,
259,277,51,Room 1525,Room 1525 at voxel (25927751). Connected to nearby rooms.,1,1,0,0,1,1,1,0,0,0,,,,,
259,278,51,Room 1527,Room 1527 at voxel (25927851). Connected to nearby rooms.,1,1,1,0,0,0,1,0,0,0,,,,,
259,279,51,Room 1529,Room 1529 at voxel (25927951). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,0,,,,,
259,280,51,Room 1589,Room 1589 at voxel (25928051). Connected to nearby rooms.,1,1,1,0,1,0,0,1,0,0,,,,,
259,281,51,Room 1587,Room 1587 at voxel (25928151). Connected to nearby rooms.,1,0,0,1,1,0,1,1,0,0,,,,,
259,286,51,Room 1537,Room 1537 at voxel (25928651). Connected to nearby rooms.,0,0,0,0,1,1,1,0,0,0,,,,,
260,253,50,Room 760,Room 760 at voxel (26025350). Connected to nearby rooms.,0,1,0,0,0,1,1,1,0,0,,,,,
260,254,50,Room 756,Room 756 at voxel (26025450). Connected to nearby rooms.,1,1,1,1,0,0,0,1,1,0,,,,,
260,254,51,Room 434,Room 434 at voxel (26025451). Connected to nearby rooms.,0,0,1,0,0,0,1,0,0,1,,,,,
260,255,50,Room 755,Room 755 at voxel (26025550). Connected to nearby rooms.,1,0,0,1,1,1,0,0,0,0,,,,,
260,256,51,Room 432,Room 432 at voxel (26025651). Connected to nearby rooms.,0,1,0,0,1,0,1,1,0,0,,,,,
260,257,51,Room 431,Room 431 at voxel (26025751). Connected to nearby rooms.,1,1,1,1,0,0,1,1,0,0,,,,,
260,258,51,Room 409,Room 409 at voxel (26025851). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
260,259,51,Room 417,Room 417 at voxel (26025951). Connected to nearby rooms.,1,1,0,1,1,1,1,1,0,0,,,,,
260,260,51,Room 418,Room 418 at voxel (26026051). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,0,,,,,
260,261,51,Room 676,Room 676 at voxel (26026151). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
260,262,51,Room 425,Room 425 at voxel (26026251). Connected to nearby rooms.,1,1,1,0,1,1,1,1,0,0,,,,,
260,263,51,Room 678,Room 678 at voxel (26026351). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
260,264,51,Room 636,Room 636 at voxel (26026451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
260,265,51,Room 637,Room 637 at voxel (26026551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
260,266,51,Room 638,Room 638 at voxel (26026651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
260,267,51,Room 643,Room 643 at voxel (26026751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
260,268,51,Room 1265,Room 1265 at voxel (26026851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
260,269,51,Room 694,Room 694 at voxel (26026951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
260,270,51,Room 695,Room 695 at voxel (26027051). Connected to nearby rooms.,1,0,1,1,1,1,1,0,0,0,,,,,
260,272,51,Room 700,Room 700 at voxel (26027251). Connected to nearby rooms.,0,1,1,1,1,0,1,0,0,0,,,,,
260,273,51,Room 1464,Room 1464 at voxel (26027351). Connected to nearby rooms.,1,0,1,0,1,1,1,1,0,0,,,,,
260,275,51,Room 1466,Room 1466 at voxel (26027551). Connected to nearby rooms.,0,1,0,0,1,1,1,1,0,0,,,,,
260,276,51,Room 1455,Room 1455 at voxel (26027651). Connected to nearby rooms.,1,0,1,1,0,0,0,1,0,0,,,,,
260,278,51,Room 1526,Room 1526 at voxel (26027851). Connected to nearby rooms.,0,1,0,1,0,1,1,1,0,0,,,,,
260,279,51,Room 1528,Room 1528 at voxel (26027951). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,0,,,,,
260,280,51,Room 1530,Room 1530 at voxel (26028051). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,0,,,,,
260,282,51,Room 1533,Room 1533 at voxel (26028251). Connected to nearby rooms.,0,0,0,0,1,1,1,0,0,0,,,,,
260,284,51,Room 1535,Room 1535 at voxel (26028451). Connected to nearby rooms.,0,1,1,0,1,0,1,0,0,0,,,,,
260,285,51,Room 1536,Room 1536 at voxel (26028551). Connected to nearby rooms.,1,0,1,0,1,0,1,1,0,0,,,,,
260,287,51,Room 1182,Room 1182 at voxel (26028751). Connected to nearby rooms.,0,0,1,0,1,1,1,0,0,0,,,,,
261,254,50,Room 761,Room 761 at voxel (26125450). Connected to nearby rooms.,0,0,1,1,0,1,0,1,1,0,,,,,
261,254,51,Room 435,Room 435 at voxel (26125451). Connected to nearby rooms.,0,1,0,1,0,0,1,0,0,1,,,,,
261,255,51,Room 433,Room 433 at voxel (26125551). Connected to nearby rooms.,1,0,1,0,0,1,0,1,0,0,,,,,
261,257,51,Room 415,Room 415 at voxel (26125751). Connected to nearby rooms.,0,1,1,1,0,1,1,1,0,0,,,,,
261,258,51,Room 410,Room 410 at voxel (26125851). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,0,,,,,
261,260,51,Room 422,Room 422 at voxel (26126051). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
261,261,51,Room 423,Room 423 at voxel (26126151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,262,51,Room 424,Room 424 at voxel (26126251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,263,51,Room 426,Room 426 at voxel (26126351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,264,51,Room 635,Room 635 at voxel (26126451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,265,51,Room 634,Room 634 at voxel (26126551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,266,51,Room 645,Room 645 at voxel (26126651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,267,51,Room 1264,Room 1264 at voxel (26126751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,268,51,Room 644,Room 644 at voxel (26126851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,269,51,Room 1266,Room 1266 at voxel (26126951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
261,270,51,Room 696,Room 696 at voxel (26127051). Connected to nearby rooms.,1,1,1,1,1,1,0,0,0,0,,,,,
261,271,51,Room 697,Room 697 at voxel (26127151). Connected to nearby rooms.,1,1,0,0,1,1,1,1,0,0,,,,,
261,272,51,Room 698,Room 698 at voxel (26127251). Connected to nearby rooms.,1,1,1,1,0,0,1,1,0,0,,,,,
261,273,51,Room 702,Room 702 at voxel (26127351). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
261,274,51,Room 1465,Room 1465 at voxel (26127451). Connected to nearby rooms.,1,0,1,0,1,1,1,1,0,0,,,,,
261,276,51,Room 1454,Room 1454 at voxel (26127651). Connected to nearby rooms.,0,0,0,1,1,1,0,0,0,0,,,,,
261,279,51,Room 1531,Room 1531 at voxel (26127951). Connected to nearby rooms.,0,1,0,1,0,1,0,1,0,0,,,,,
261,280,51,Room 1588,Room 1588 at voxel (26128051). Connected to nearby rooms.,1,1,0,1,0,1,0,0,0,0,,,,,
261,281,51,Room 1532,Room 1532 at voxel (26128151). Connected to nearby rooms.,1,0,0,0,0,1,0,1,0,0,,,,,
261,283,51,Room 1534,Room 1534 at voxel (26128351). Connected to nearby rooms.,0,1,0,0,0,1,1,1,0,0,,,,,
261,284,51,Room 1191,Room 1191 at voxel (26128451). Connected to nearby rooms.,1,1,1,1,0,0,1,1,0,0,,,,,
261,285,51,Room 1185,Room 1185 at voxel (26128551). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
261,286,51,Room 1184,Room 1184 at voxel (26128651). Connected to nearby rooms.,1,1,1,0,1,1,1,1,0,0,,,,,
261,287,51,Room 1178,Room 1178 at voxel (26128751). Connected to nearby rooms.,1,1,1,1,1,0,1,0,0,0,,,,,
261,288,51,Room 1180,Room 1180 at voxel (26128851). Connected to nearby rooms.,1,1,1,0,1,1,0,0,0,0,,,,,
261,289,51,Room 1181,Room 1181 at voxel (26128951). Connected to nearby rooms.,1,0,0,0,1,0,1,0,0,0,,,,,
262,254,50,Room 762,Room 762 at voxel (26225450). Connected to nearby rooms.,0,0,1,1,1,0,1,0,0,0,,,,,
262,255,51,Room 436,Room 436 at voxel (26225551). Connected to nearby rooms.,0,0,0,1,1,1,0,0,0,0,,,,,
262,256,50,Room 774,Room 774 at voxel (26225650). Connected to nearby rooms.,0,0,1,0,1,0,1,0,0,0,,,,,
262,257,51,Room 411,Room 411 at voxel (26225751). Connected to nearby rooms.,0,1,0,1,0,0,1,1,0,0,,,,,
262,258,51,Room 414,Room 414 at voxel (26225851). Connected to nearby rooms.,1,1,1,1,0,1,0,0,0,0,,,,,
262,259,51,Room 430,Room 430 at voxel (26225951). Connected to nearby rooms.,1,1,0,0,1,1,1,1,0,0,,,,,
262,260,51,Room 674,Room 674 at voxel (26226051). Connected to nearby rooms.,1,1,1,1,0,0,1,1,0,0,,,,,
262,261,51,Room 428,Room 428 at voxel (26226151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,262,51,Room 427,Room 427 at voxel (26226251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,263,51,Room 677,Room 677 at voxel (26226351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,264,51,Room 633,Room 633 at voxel (26226451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,265,51,Room 680,Room 680 at voxel (26226551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,266,51,Room 687,Room 687 at voxel (26226651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,267,51,Room 688,Room 688 at voxel (26226751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,268,51,Room 1270,Room 1270 at voxel (26226851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,269,51,Room 1269,Room 1269 at voxel (26226951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,270,51,Room 1268,Room 1268 at voxel (26227051). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,0,,,,,
262,272,51,Room 701,Room 701 at voxel (26227251). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
262,273,51,Room 699,Room 699 at voxel (26227351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,274,51,Room 709,Room 709 at voxel (26227451). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
262,275,51,Room 711,Room 711 at voxel (26227551). Connected to nearby rooms.,1,0,1,0,1,1,0,1,0,0,,,,,
262,284,51,Room 1192,Room 1192 at voxel (26228451). Connected to nearby rooms.,0,1,0,1,0,1,1,1,0,0,,,,,
262,285,51,Room 1186,Room 1186 at voxel (26228551). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,0,,,,,
262,286,51,Room 1177,Room 1177 at voxel (26228651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,287,51,Room 1179,Room 1179 at voxel (26228751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
262,288,51,Room 1183,Room 1183 at voxel (26228851). Connected to nearby rooms.,1,0,1,1,1,1,0,1,0,0,,,,,
262,290,51,Room 1193,Room 1193 at voxel (26229051). Connected to nearby rooms.,0,0,1,0,0,1,0,0,0,0,,,,,
263,252,51,Room 441,Room 441 at voxel (26325251). Connected to nearby rooms.,0,1,1,0,0,0,0,0,0,0,,,,,
263,253,50,Room 771,Room 771 at voxel (26325350). Connected to nearby rooms.,0,1,1,0,1,0,1,1,1,0,,,,,
263,253,51,Room 440,Room 440 at voxel (26325351). Connected to nearby rooms.,1,1,0,0,1,0,1,0,0,1,,,,,
263,254,50,Room 763,Room 763 at voxel (26325450). Connected to nearby rooms.,1,1,1,1,1,0,1,0,1,0,,,,,
263,254,51,Room 437,Room 437 at voxel (26325451). Connected to nearby rooms.,1,0,1,0,0,0,0,1,0,1,,,,,
263,255,50,Room 773,Room 773 at voxel (26325550). Connected to nearby rooms.,1,1,1,0,1,1,1,1,0,0,,,,,
263,256,50,Room 777,Room 777 at voxel (26325650). Connected to nearby rooms.,1,1,1,1,1,0,1,0,0,0,,,,,
263,257,50,Room 775,Room 775 at voxel (26325750). Connected to nearby rooms.,1,0,1,0,1,1,1,0,0,0,,,,,
263,258,51,Room 412,Room 412 at voxel (26325851). Connected to nearby rooms.,0,0,0,1,0,1,1,1,0,0,,,,,
263,260,51,Room 429,Room 429 at voxel (26326051). Connected to nearby rooms.,0,1,0,1,1,1,1,1,0,0,,,,,
263,261,51,Room 675,Room 675 at voxel (26326151). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,0,,,,,
263,262,51,Room 621,Room 621 at voxel (26326251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,263,51,Room 632,Room 632 at voxel (26326351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,264,51,Room 681,Room 681 at voxel (26326451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,265,51,Room 686,Room 686 at voxel (26326551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,266,51,Room 683,Room 683 at voxel (26326651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,267,51,Room 1263,Room 1263 at voxel (26326751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,268,51,Room 1236,Room 1236 at voxel (26326851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,269,51,Room 1235,Room 1235 at voxel (26326951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,270,51,Room 1239,Room 1239 at voxel (26327051). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
263,271,51,Room 1240,Room 1240 at voxel (26327151). Connected to nearby rooms.,1,1,1,0,1,1,1,1,0,0,,,,,
263,272,51,Room 710,Room 710 at voxel (26327251). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
263,273,51,Room 704,Room 704 at voxel (26327351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,274,51,Room 703,Room 703 at voxel (26327451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,275,51,Room 708,Room 708 at voxel (26327551). Connected to nearby rooms.,1,0,1,1,1,1,1,0,0,0,,,,,
263,280,51,Room 1297,Room 1297 at voxel (26328051). Connected to nearby rooms.,0,0,1,0,1,0,0,0,0,0,,,,,
263,285,51,Room 1187,Room 1187 at voxel (26328551). Connected to nearby rooms.,0,1,0,1,0,1,1,1,0,0,,,,,
263,286,51,Room 1176,Room 1176 at voxel (26328651). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,0,,,,,
263,287,51,Room 1175,Room 1175 at voxel (26328751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
263,288,51,Room 1174,Room 1174 at voxel (26328851). Connected to nearby rooms.,1,0,1,1,1,1,1,0,0,0,,,,,
263,290,51,Room 1194,Room 1194 at voxel (26329051). Connected to nearby rooms.,0,0,0,1,1,0,0,0,0,0,,,,,
264,252,50,Room 772,Room 772 at voxel (26425250). Connected to nearby rooms.,0,1,1,0,0,0,0,1,1,0,,,,,
264,252,51,Room 442,Room 442 at voxel (26425251). Connected to nearby rooms.,0,0,0,1,0,0,1,1,0,1,,,,,
264,253,50,Room 767,Room 767 at voxel (26425350). Connected to nearby rooms.,1,1,0,1,1,0,1,1,0,0,,,,,
264,254,50,Room 764,Room 764 at voxel (26425450). Connected to nearby rooms.,1,1,1,1,0,1,1,1,1,0,,,,,
264,254,51,Room 438,Room 438 at voxel (26425451). Connected to nearby rooms.,0,0,0,1,1,1,0,0,0,1,,,,,
264,255,50,Room 770,Room 770 at voxel (26425550). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,256,50,Room 776,Room 776 at voxel (26425650). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
264,257,50,Room 780,Room 780 at voxel (26425750). Connected to nearby rooms.,1,1,0,1,1,1,1,0,0,0,,,,,
264,258,50,Room 778,Room 778 at voxel (26425850). Connected to nearby rooms.,1,0,1,0,0,1,0,0,0,0,,,,,
264,259,51,Room 413,Room 413 at voxel (26425951). Connected to nearby rooms.,0,0,0,0,0,1,0,1,0,0,,,,,
264,261,51,Room 631,Room 631 at voxel (26426151). Connected to nearby rooms.,0,1,1,1,0,1,1,1,0,0,,,,,
264,262,51,Room 622,Room 622 at voxel (26426251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,263,51,Room 620,Room 620 at voxel (26426351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,264,51,Room 1448,Room 1448 at voxel (26426451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,265,51,Room 682,Room 682 at voxel (26426551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,266,51,Room 685,Room 685 at voxel (26426651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,267,51,Room 684,Room 684 at voxel (26426751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,268,51,Room 1237,Room 1237 at voxel (26426851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,269,51,Room 1238,Room 1238 at voxel (26426951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,270,51,Room 1234,Room 1234 at voxel (26427051). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,271,51,Room 1241,Room 1241 at voxel (26427151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,272,51,Room 1231,Room 1231 at voxel (26427251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,273,51,Room 707,Room 707 at voxel (26427351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,274,51,Room 705,Room 705 at voxel (26427451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
264,275,51,Room 712,Room 712 at voxel (26427551). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
264,276,51,Room 718,Room 718 at voxel (26427651). Connected to nearby rooms.,1,1,1,0,1,1,1,0,0,0,,,,,
264,277,51,Room 716,Room 716 at voxel (26427751). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,0,,,,,
264,278,51,Room 1296,Room 1296 at voxel (26427851). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,0,,,,,
264,279,51,Room 1294,Room 1294 at voxel (26427951). Connected to nearby rooms.,1,1,1,0,1,0,0,1,0,0,,,,,
264,280,51,Room 1298,Room 1298 at voxel (26428051). Connected to nearby rooms.,1,0,0,1,1,0,0,0,0,0,,,,,
264,286,51,Room 1188,Room 1188 at voxel (26428651). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
264,287,51,Room 1189,Room 1189 at voxel (26428751). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
264,288,51,Room 1172,Room 1172 at voxel (26428851). Connected to nearby rooms.,1,1,0,1,1,1,0,0,0,0,,,,,
264,289,51,Room 1173,Room 1173 at voxel (26428951). Connected to nearby rooms.,1,0,0,0,0,1,0,1,0,0,,,,,
265,252,50,Room 768,Room 768 at voxel (26525250). Connected to nearby rooms.,0,0,0,1,0,0,1,1,0,0,,,,,
265,253,51,Room 439,Room 439 at voxel (26525351). Connected to nearby rooms.,0,0,0,0,1,1,1,1,0,0,,,,,
265,254,50,Room 765,Room 765 at voxel (26525450). Connected to nearby rooms.,0,1,0,1,1,1,1,1,0,0,,,,,
265,255,50,Room 769,Room 769 at voxel (26525550). Connected to nearby rooms.,1,1,1,1,0,1,0,1,0,0,,,,,
265,256,50,Room 781,Room 781 at voxel (26525650). Connected to nearby rooms.,1,0,0,1,1,1,0,1,0,0,,,,,
265,258,50,Room 779,Room 779 at voxel (26525850). Connected to nearby rooms.,0,0,0,1,0,1,0,0,0,0,,,,,
265,261,51,Room 623,Room 623 at voxel (26526151). Connected to nearby rooms.,0,1,1,1,1,0,1,1,0,0,,,,,
265,262,51,Room 619,Room 619 at voxel (26526251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,263,51,Room 617,Room 617 at voxel (26526351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,264,51,Room 1258,Room 1258 at voxel (26526451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,265,51,Room 1262,Room 1262 at voxel (26526551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,266,51,Room 1244,Room 1244 at voxel (26526651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,267,51,Room 1277,Room 1277 at voxel (26526751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,268,51,Room 1271,Room 1271 at voxel (26526851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,269,51,Room 1243,Room 1243 at voxel (26526951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,270,51,Room 1421,Room 1421 at voxel (26527051). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
265,271,51,Room 1233,Room 1233 at voxel (26527151). Connected to nearby rooms.,1,1,0,1,1,1,1,1,0,0,,,,,
265,272,51,Room 1232,Room 1232 at voxel (26527251). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,0,,,,,
265,273,51,Room 706,Room 706 at voxel (26527351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
265,274,51,Room 1230,Room 1230 at voxel (26527451). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
265,275,51,Room 713,Room 713 at voxel (26527551). Connected to nearby rooms.,1,1,0,1,1,1,1,1,0,0,,,,,
265,276,51,Room 717,Room 717 at voxel (26527651). Connected to nearby rooms.,1,1,1,1,0,1,0,1,0,0,,,,,
265,277,51,Room 715,Room 715 at voxel (26527751). Connected to nearby rooms.,1,1,0,1,1,1,0,1,0,0,,,,,
265,278,51,Room 1295,Room 1295 at voxel (26527851). Connected to nearby rooms.,1,1,0,1,0,1,1,1,0,0,,,,,
265,279,51,Room 1293,Room 1293 at voxel (26527951). Connected to nearby rooms.,1,0,1,1,0,1,1,1,0,0,,,,,
265,283,51,Room 1198,Room 1198 at voxel (26528351). Connected to nearby rooms.,0,1,1,0,1,0,1,0,0,0,,,,,
265,284,51,Room 1197,Room 1197 at voxel (26528451). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,0,,,,,
265,285,51,Room 1190,Room 1190 at voxel (26528551). Connected to nearby rooms.,1,1,1,0,1,0,1,1,0,0,,,,,
265,286,51,Room 1195,Room 1195 at voxel (26528651). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
265,287,51,Room 1171,Room 1171 at voxel (26528751). Connected to nearby rooms.,1,0,1,1,1,1,0,1,0,0,,,,,
266,252,51,Room 443,Room 443 at voxel (26625251). Connected to nearby rooms.,0,0,0,0,0,0,0,1,0,0,,,,,
266,253,50,Room 766,Room 766 at voxel (26625350). Connected to nearby rooms.,0,0,0,0,0,1,0,1,0,0,,,,,
266,254,51,Room 444,Room 444 at voxel (26625451). Connected to nearby rooms.,0,0,0,0,0,1,1,0,0,0,,,,,
266,255,50,Room 782,Room 782 at voxel (26625550). Connected to nearby rooms.,0,0,0,1,0,1,1,1,0,0,,,,,
266,260,51,Room 624,Room 624 at voxel (26626051). Connected to nearby rooms.,0,1,1,0,0,0,1,1,0,0,,,,,
266,261,51,Room 630,Room 630 at voxel (26626151). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
266,262,51,Room 616,Room 616 at voxel (26626251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,263,51,Room 628,Room 628 at voxel (26626351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,264,51,Room 629,Room 629 at voxel (26626451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,265,51,Room 1245,Room 1245 at voxel (26626551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,266,51,Room 1259,Room 1259 at voxel (26626651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,267,51,Room 1276,Room 1276 at voxel (26626751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,268,51,Room 1272,Room 1272 at voxel (26626851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,269,51,Room 1274,Room 1274 at voxel (26626951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,270,51,Room 1242,Room 1242 at voxel (26627051). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,0,,,,,
266,272,51,Room 1418,Room 1418 at voxel (26627251). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
266,273,51,Room 1229,Room 1229 at voxel (26627351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
266,274,51,Room 719,Room 719 at voxel (26627451). Connected to nearby rooms.,1,0,1,1,1,1,0,1,0,0,,,,,
266,276,51,Room 714,Room 714 at voxel (26627651). Connected to nearby rooms.,0,0,0,1,0,1,1,1,0,0,,,,,
